,p_val,avg_logFC,pct.1,pct.2,p_val_adj,cluster,gene
Fxyd1,5.45E-85,1.140475479,0.882,0.549,2.29E-80,1,Fxyd1
CYTB,5.74E-85,1.000900247,1,1,2.41E-80,1,CYTB
Cnn3,2.87E-84,1.659688455,0.866,0.424,1.21E-79,1,Cnn3
Hfe,3.55E-84,0.583155672,0.283,0.033,1.49E-79,1,Hfe
Lgals4,1.79E-83,0.278819571,0.278,0.032,7.51E-79,1,Lgals4
Clic4,3.91E-83,0.711113365,0.594,0.131,1.64E-78,1,Clic4
Plat,2.47E-81,2.1795569,0.861,0.418,1.04E-76,1,Plat
Arap1,2.79E-80,0.327704248,0.257,0.028,1.17E-75,1,Arap1
Stard13,1.10E-79,0.338870361,0.54,0.12,4.60E-75,1,Stard13
Gprc5c,4.72E-79,0.447490962,0.273,0.032,1.98E-74,1,Gprc5c
Agtrap,6.38E-79,0.492581411,0.364,0.057,2.67E-74,1,Agtrap
Trip6,1.03E-78,0.497737237,0.348,0.053,4.32E-74,1,Trip6
Wls,1.81E-78,1.589728383,0.898,0.471,7.58E-74,1,Wls
Rest,1.80E-76,0.372116706,0.316,0.044,7.54E-72,1,Rest
S100a6,3.76E-76,1.350060167,0.701,0.242,1.58E-71,1,S100a6
Nmi,5.35E-76,0.36682744,0.321,0.046,2.24E-71,1,Nmi
Cd81,7.34E-76,1.086157574,0.968,0.995,3.08E-71,1,Cd81
Pdlim5,1.73E-75,0.575431254,0.476,0.093,7.26E-71,1,Pdlim5
Lamc1,1.28E-74,0.895646079,0.642,0.195,5.38E-70,1,Lamc1
Hadh,1.29E-74,0.535663937,0.529,0.117,5.39E-70,1,Hadh
Lgals3bp,4.23E-74,0.967704221,0.449,0.093,1.77E-69,1,Lgals3bp
Tgfbr2,6.77E-73,0.468645408,0.412,0.076,2.84E-68,1,Tgfbr2
Rnr2,3.12E-72,0.928822727,1,1,1.31E-67,1,Rnr2
Zfhx4,4.38E-72,0.752926053,0.513,0.119,1.84E-67,1,Zfhx4
Gatm,6.26E-72,1.918588525,0.722,0.285,2.62E-67,1,Gatm
Gm34137,1.15E-71,0.418809146,0.289,0.039,4.80E-67,1,Gm34137
Fam114a1,2.20E-71,0.576114172,0.337,0.053,9.22E-67,1,Fam114a1
ND4,1.73E-70,0.839834175,1,1,7.26E-66,1,ND4
Pard6g,2.53E-70,0.972794728,0.668,0.225,1.06E-65,1,Pard6g
Socs3,3.36E-70,0.478029259,0.342,0.055,1.41E-65,1,Socs3
Gramd3,4.16E-70,0.50221127,0.321,0.048,1.74E-65,1,Gramd3
Amotl2,7.95E-70,0.882742855,0.513,0.127,3.33E-65,1,Amotl2
Phlda1,7.13E-69,1.452036006,0.909,0.701,2.99E-64,1,Phlda1
Hic1,1.21E-68,0.366397352,0.299,0.044,5.05E-64,1,Hic1
Mt1,2.15E-68,1.064202372,0.947,0.813,9.03E-64,1,Mt1
Nnat,4.30E-68,2.261130797,0.743,0.293,1.80E-63,1,Nnat
Gstk1,6.29E-67,0.634891353,0.406,0.082,2.63E-62,1,Gstk1
Creb3l1,7.32E-67,0.402739413,0.428,0.089,3.07E-62,1,Creb3l1
Ier3,8.35E-67,2.036377145,0.802,0.462,3.50E-62,1,Ier3
Col12a1,6.36E-65,1.206530582,0.567,0.16,2.67E-60,1,Col12a1
Ddx58,6.60E-65,0.363810567,0.251,0.033,2.77E-60,1,Ddx58
Serinc3,9.90E-65,1.311232096,0.968,0.984,4.15E-60,1,Serinc3
Col15a1,1.37E-64,0.302233051,0.364,0.067,5.76E-60,1,Col15a1
Slc41a1,2.20E-64,1.136162638,0.807,0.375,9.22E-60,1,Slc41a1
Parp3,6.43E-64,0.563091831,0.316,0.052,2.69E-59,1,Parp3
Id1,7.75E-63,0.6387645,0.316,0.052,3.25E-58,1,Id1
Vimp,9.77E-63,1.030547592,0.952,0.949,4.09E-58,1,Vimp
Atp6v0e,2.98E-62,1.129626239,0.861,0.738,1.25E-57,1,Atp6v0e
Tmem64,7.01E-62,1.503795604,0.904,0.708,2.94E-57,1,Tmem64
Tmem123,1.32E-61,0.661218851,0.38,0.075,5.54E-57,1,Tmem123
Rhog,2.70E-61,0.442984487,0.417,0.091,1.13E-56,1,Rhog
Slc3a2,4.36E-61,1.661645322,0.925,0.948,1.83E-56,1,Slc3a2
Ctsz,8.67E-61,1.234747189,0.824,0.495,3.63E-56,1,Ctsz
Rbms1,1.76E-60,1.207691151,0.834,0.511,7.39E-56,1,Rbms1
Adamts2,1.92E-60,0.359070866,0.332,0.06,8.04E-56,1,Adamts2
Ptpn14,3.31E-60,0.261783209,0.251,0.035,1.39E-55,1,Ptpn14
Fgfr1,3.36E-60,0.795176582,0.765,0.342,1.41E-55,1,Fgfr1
Cd302,1.03E-59,1.282490455,0.834,0.55,4.32E-55,1,Cd302
St6gal1,1.19E-59,0.621548063,0.711,0.292,5.01E-55,1,St6gal1
Hist1h2bc,5.38E-59,0.885208063,0.84,0.549,2.25E-54,1,Hist1h2bc
C1qtnf1,1.20E-58,0.456829035,0.396,0.083,5.05E-54,1,C1qtnf1
Sh3d19,2.12E-58,0.823935969,0.717,0.312,8.88E-54,1,Sh3d19
Cdc42ep5,4.50E-58,0.429420421,0.385,0.084,1.89E-53,1,Cdc42ep5
Slc30a10,5.25E-58,0.804920509,0.551,0.161,2.20E-53,1,Slc30a10
Mmp11,1.13E-57,0.487177006,0.294,0.049,4.73E-53,1,Mmp11
Kirrel,1.30E-57,0.46422884,0.374,0.076,5.46E-53,1,Kirrel
Ifi27,2.34E-57,0.991475964,0.845,0.497,9.83E-53,1,Ifi27
Ifit3,3.06E-57,0.979565534,0.471,0.123,1.28E-52,1,Ifit3
Acadl,3.82E-57,0.922225909,0.658,0.232,1.60E-52,1,Acadl
Smtn,1.65E-56,0.269214432,0.273,0.043,6.90E-52,1,Smtn
Ginm1,2.55E-55,1.336209049,0.775,0.467,1.07E-50,1,Ginm1
Mfap4,2.62E-55,0.825575151,0.289,0.05,1.10E-50,1,Mfap4
Plod1,2.68E-55,0.612137232,0.39,0.086,1.12E-50,1,Plod1
Cers2,4.10E-55,1.322776149,0.749,0.425,1.72E-50,1,Cers2
Crtap,6.72E-55,0.900644188,0.556,0.194,2.82E-50,1,Crtap
Maf,7.68E-55,0.661377823,0.824,0.378,3.22E-50,1,Maf
Fgfr2,2.05E-54,0.509360972,0.332,0.062,8.60E-50,1,Fgfr2
Adra2a,6.68E-54,0.927388941,0.578,0.199,2.80E-49,1,Adra2a
Rras,7.61E-54,0.727859408,0.604,0.236,3.19E-49,1,Rras
Srpx2,3.06E-52,0.690475942,0.273,0.046,1.28E-47,1,Srpx2
B130024G19Rik,9.98E-52,0.416237082,0.316,0.058,4.18E-47,1,B130024G19Rik
S100a10,5.04E-51,0.985210765,0.877,0.561,2.11E-46,1,S100a10
Gpr124,9.11E-51,0.287350939,0.374,0.086,3.82E-46,1,Gpr124
Etfb,1.72E-50,0.844280968,0.882,0.892,7.19E-46,1,Etfb
Tgfbr1,6.50E-50,0.595217141,0.556,0.187,2.72E-45,1,Tgfbr1
ND2,7.26E-50,0.741259624,1,1,3.04E-45,1,ND2
Bmp2,7.57E-50,0.668099853,0.444,0.121,3.17E-45,1,Bmp2
Hspb2,9.57E-50,0.251651327,0.294,0.055,4.01E-45,1,Hspb2
Twsg1,1.47E-49,1.302611627,0.791,0.538,6.14E-45,1,Twsg1
Hist1h1c,3.21E-49,0.548048036,0.465,0.142,1.34E-44,1,Hist1h1c
Vwa1,7.61E-49,1.468844274,0.626,0.273,3.19E-44,1,Vwa1
Cemip,8.26E-49,1.18343751,0.572,0.229,3.46E-44,1,Cemip
Ifi35,1.74E-48,0.51665405,0.353,0.08,7.28E-44,1,Ifi35
Bst2,2.85E-48,0.667792213,0.326,0.07,1.19E-43,1,Bst2
Cpm,4.87E-48,0.542506065,0.444,0.118,2.04E-43,1,Cpm
Prdx1,7.23E-48,0.756941357,0.979,0.989,3.03E-43,1,Prdx1
Mid1ip1,7.26E-48,1.45081685,0.807,0.615,3.04E-43,1,Mid1ip1
Spsb2,5.54E-47,0.43187747,0.401,0.106,2.32E-42,1,Spsb2
Litaf,5.57E-47,0.404282847,0.299,0.058,2.33E-42,1,Litaf
Sash1,6.53E-47,0.380736261,0.626,0.259,2.74E-42,1,Sash1
Nfia,1.99E-46,0.594052868,0.877,0.487,8.34E-42,1,Nfia
Cryab,2.45E-46,0.705441579,0.877,0.466,1.03E-41,1,Cryab
Plin2,2.74E-46,0.543596119,0.316,0.067,1.15E-41,1,Plin2
Tjp1,3.53E-46,0.974585069,0.861,0.719,1.48E-41,1,Tjp1
Rps27,6.13E-46,0.628552723,0.968,0.995,2.57E-41,1,Rps27
Prex2,1.37E-45,0.497371587,0.476,0.14,5.74E-41,1,Prex2
Col23a1,1.39E-45,0.506885961,0.342,0.076,5.84E-41,1,Col23a1
Il11ra1,2.59E-45,0.820399137,0.695,0.38,1.09E-40,1,Il11ra1
Reck,2.82E-45,0.696656128,0.471,0.148,1.18E-40,1,Reck
Col4a1,1.15E-44,1.140220632,0.69,0.365,4.84E-40,1,Col4a1
Fkbp9,1.41E-44,1.119948755,0.567,0.22,5.90E-40,1,Fkbp9
Prodh,2.47E-44,0.577338912,0.337,0.078,1.04E-39,1,Prodh
Aga,2.56E-44,0.945640821,0.615,0.286,1.07E-39,1,Aga
Klf2,5.29E-44,0.499222648,0.396,0.107,2.22E-39,1,Klf2
Lima1,6.12E-44,0.452590537,0.422,0.121,2.57E-39,1,Lima1
Cnpy2,2.00E-43,0.746463405,0.904,0.966,8.37E-39,1,Cnpy2
Afap1,2.53E-43,0.761577291,0.701,0.325,1.06E-38,1,Afap1
Swap70,2.93E-43,0.277367511,0.273,0.051,1.23E-38,1,Swap70
H2-D1,3.00E-43,1.848275912,0.802,0.66,1.26E-38,1,H2-D1
Rnr1,3.18E-43,0.758730883,1,1,1.33E-38,1,Rnr1
Jund,4.58E-43,0.793770415,0.952,0.985,1.92E-38,1,Jund
15-Sep,6.77E-43,0.569038026,0.973,0.991,2.84E-38,1,15-Sep
Lamp2,7.45E-43,1.326370818,0.85,0.799,3.12E-38,1,Lamp2
H3f3a,4.38E-42,0.375370838,0.984,0.997,1.83E-37,1,H3f3a
Htra1,3.84E-41,0.616761975,0.69,0.326,1.61E-36,1,Htra1
Junb,3.86E-41,2.349473046,0.791,0.739,1.62E-36,1,Junb
Pttg1ip,5.12E-41,1.252338676,0.749,0.492,2.15E-36,1,Pttg1ip
Creb3l2,9.52E-41,0.324245963,0.406,0.113,3.99E-36,1,Creb3l2
Aspg,1.55E-40,0.321554818,0.267,0.054,6.50E-36,1,Aspg
Csf1,2.65E-40,0.524640345,0.385,0.11,1.11E-35,1,Csf1
Shc1,3.79E-40,0.57387236,0.401,0.12,1.59E-35,1,Shc1
Jun,6.38E-40,1.688061469,0.77,0.535,2.68E-35,1,Jun
Lpar6,1.45E-39,0.595205151,0.267,0.055,6.09E-35,1,Lpar6
Mt2,1.54E-39,0.496461577,0.545,0.226,6.46E-35,1,Mt2
Tax1bp3,6.72E-39,0.352679857,0.508,0.213,2.82E-34,1,Tax1bp3
Sft2d2,1.30E-38,0.299526205,0.299,0.067,5.44E-34,1,Sft2d2
Fanci,1.39E-38,0.523181511,0.316,0.078,5.83E-34,1,Fanci
Ifnar2,1.68E-38,1.053675228,0.759,0.644,7.04E-34,1,Ifnar2
Flna,2.28E-38,0.708120204,0.658,0.317,9.57E-34,1,Flna
Gstt2,2.42E-38,0.442621377,0.412,0.128,1.02E-33,1,Gstt2
COX1,2.60E-38,0.701184999,1,1,1.09E-33,1,COX1
Gabarap,3.02E-38,0.497028807,0.984,0.995,1.27E-33,1,Gabarap
Gadd45b,5.13E-38,1.103588285,0.743,0.513,2.15E-33,1,Gadd45b
Cd151,9.79E-38,0.585123342,0.583,0.282,4.10E-33,1,Cd151
Alcam,9.82E-38,1.505573441,0.904,0.745,4.12E-33,1,Alcam
Reep3,1.20E-37,0.796393535,0.674,0.371,5.02E-33,1,Reep3
Atp1b2,1.26E-37,0.807598244,0.888,0.79,5.27E-33,1,Atp1b2
Ilk,1.91E-37,0.980151721,0.818,0.906,8.01E-33,1,Ilk
Adamts1,2.67E-37,0.463090576,0.294,0.068,1.12E-32,1,Adamts1
Tmed10,3.37E-37,0.835084386,0.834,0.897,1.41E-32,1,Tmed10
Cpxm1,4.03E-37,0.684179588,0.316,0.08,1.69E-32,1,Cpxm1
Ctsa,4.86E-37,1.011995781,0.957,0.889,2.04E-32,1,Ctsa
Bloc1s1,5.23E-37,0.606757135,0.882,0.97,2.19E-32,1,Bloc1s1
Nr1h3,6.45E-37,0.403666389,0.267,0.058,2.70E-32,1,Nr1h3
Dnase1l1,7.17E-37,0.395511994,0.257,0.055,3.00E-32,1,Dnase1l1
Lpp,7.35E-37,0.434353445,0.401,0.116,3.08E-32,1,Lpp
Rps27l,8.22E-37,0.729814061,0.818,0.927,3.44E-32,1,Rps27l
Ptma,2.78E-36,0.474478884,0.995,0.997,1.16E-31,1,Ptma
Tmem132c,8.34E-36,0.325836686,0.369,0.099,3.50E-31,1,Tmem132c
Rab29,1.65E-35,0.665834427,0.422,0.148,6.92E-31,1,Rab29
Nkd2,1.92E-35,0.473409852,0.299,0.073,8.04E-31,1,Nkd2
Cdc42ep4,2.59E-35,0.369429232,0.31,0.078,1.08E-30,1,Cdc42ep4
Ier2,2.70E-35,1.67114829,0.727,0.545,1.13E-30,1,Ier2
Fth1,3.05E-35,0.577275729,1,1,1.28E-30,1,Fth1
Sncaip,3.59E-35,0.35853001,0.369,0.106,1.50E-30,1,Sncaip
ND6,4.62E-35,0.629624145,0.989,0.998,1.94E-30,1,ND6
Ndrg2,4.65E-35,0.849043927,0.759,0.452,1.95E-30,1,Ndrg2
Lamp1,8.18E-35,0.746381391,0.93,0.978,3.43E-30,1,Lamp1
Ech1,8.79E-35,1.022803339,0.802,0.748,3.68E-30,1,Ech1
Tpm4,1.02E-34,1.254654122,0.69,0.441,4.28E-30,1,Tpm4
Tcf12,1.53E-34,1.159439425,0.701,0.468,6.42E-30,1,Tcf12
Yap1,1.61E-34,0.389966582,0.508,0.183,6.75E-30,1,Yap1
Tmbim1,2.32E-34,0.618542333,0.444,0.158,9.71E-30,1,Tmbim1
BC028528,3.03E-34,0.378283877,0.342,0.099,1.27E-29,1,BC028528
H3f3b,9.02E-34,0.645590211,0.995,0.997,3.78E-29,1,H3f3b
Rbms2,2.26E-33,0.276400128,0.465,0.167,9.49E-29,1,Rbms2
Il34,2.57E-33,1.207039815,0.791,0.709,1.08E-28,1,Il34
H2afv,3.79E-33,0.638341673,0.84,0.947,1.59E-28,1,H2afv
Dcdc2a,5.63E-33,0.843045549,0.572,0.281,2.36E-28,1,Dcdc2a
Adamts10,6.38E-33,0.781661932,0.556,0.26,2.67E-28,1,Adamts10
Txndc5,1.37E-32,0.95377452,0.914,0.662,5.75E-28,1,Txndc5
Coch,1.40E-32,3.012433866,0.604,0.343,5.86E-28,1,Coch
Lrp1,2.74E-32,0.942267353,0.936,0.915,1.15E-27,1,Lrp1
F3,4.74E-32,1.311008327,0.364,0.113,1.99E-27,1,F3
Rrbp1,5.92E-32,0.68536316,0.754,0.62,2.48E-27,1,Rrbp1
Lsr,6.18E-32,0.402432514,0.321,0.094,2.59E-27,1,Lsr
Anxa4,1.06E-31,0.685570321,0.348,0.107,4.43E-27,1,Anxa4
Aldh2,1.48E-31,0.85703256,0.775,0.682,6.20E-27,1,Aldh2
Dhrs7,3.64E-31,0.90148969,0.765,0.737,1.52E-26,1,Dhrs7
Samd9l,4.75E-31,0.490205033,0.299,0.078,1.99E-26,1,Samd9l
Trabd2b,5.39E-31,0.427669782,0.337,0.099,2.26E-26,1,Trabd2b
Myl6,6.73E-31,0.464950573,1,0.995,2.82E-26,1,Myl6
Btg2,7.79E-31,0.886878602,0.647,0.338,3.27E-26,1,Btg2
Rab13,8.12E-31,0.520089095,0.465,0.195,3.40E-26,1,Rab13
Isg15,1.19E-30,0.282542751,0.262,0.064,5.00E-26,1,Isg15
Slc19a1,1.57E-30,1.00754056,0.626,0.381,6.58E-26,1,Slc19a1
Son,1.77E-30,0.591851108,0.968,0.999,7.43E-26,1,Son
Fos,2.31E-30,1.740965934,0.738,0.529,9.67E-26,1,Fos
Fstl1,2.46E-30,0.849186634,0.738,0.503,1.03E-25,1,Fstl1
Ppib,4.27E-30,0.517068352,0.866,0.982,1.79E-25,1,Ppib
Cd164,6.89E-30,1.067625346,0.797,0.767,2.89E-25,1,Cd164
Rhbdf1,1.12E-29,0.597274325,0.353,0.113,4.68E-25,1,Rhbdf1
Rnf13,1.15E-29,0.747248369,0.914,0.97,4.81E-25,1,Rnf13
Tap2,1.61E-29,0.383420268,0.289,0.081,6.74E-25,1,Tap2
Ost4,1.89E-29,0.489022607,0.936,0.987,7.91E-25,1,Ost4
Atraid,1.98E-29,0.589933011,0.898,0.985,8.32E-25,1,Atraid
Sdc2,3.32E-29,1.120665339,0.743,0.648,1.39E-24,1,Sdc2
Zfyve21,3.43E-29,0.815447527,0.556,0.31,1.44E-24,1,Zfyve21
Lama4,4.44E-29,0.389969527,0.374,0.125,1.86E-24,1,Lama4
St5,6.98E-29,0.526025823,0.455,0.183,2.93E-24,1,St5
Fosb,7.83E-29,0.537126876,0.46,0.198,3.28E-24,1,Fosb
Aldh4a1,9.49E-29,0.351448127,0.433,0.17,3.98E-24,1,Aldh4a1
Pgrmc1,9.62E-29,0.661312189,0.979,0.984,4.03E-24,1,Pgrmc1
ND5,3.51E-28,0.67982668,0.989,0.999,1.47E-23,1,ND5
Ppfibp2,4.56E-28,0.390723307,0.342,0.109,1.91E-23,1,Ppfibp2
Csrp2,5.56E-28,0.515783791,0.369,0.128,2.33E-23,1,Csrp2
Tmem150a,5.72E-28,0.664727887,0.449,0.193,2.40E-23,1,Tmem150a
Pnpla2,8.38E-28,0.660755942,0.465,0.205,3.51E-23,1,Pnpla2
Gstt1,1.17E-27,0.805078444,0.626,0.431,4.91E-23,1,Gstt1
Sfrp1,4.48E-27,0.394427184,0.305,0.092,1.88E-22,1,Sfrp1
Rassf2,5.98E-27,0.265228455,0.465,0.187,2.51E-22,1,Rassf2
Btd,6.69E-27,0.71690127,0.449,0.195,2.80E-22,1,Btd
2-Sep,1.13E-26,0.489098498,0.893,0.886,4.75E-22,1,2-Sep
Cebpd,1.98E-26,0.749700243,0.439,0.187,8.31E-22,1,Cebpd
Ostf1,2.61E-26,0.704584801,0.604,0.376,1.09E-21,1,Ostf1
Sec61b,5.40E-26,0.558988445,0.866,0.976,2.26E-21,1,Sec61b
Ikbip,5.69E-26,0.791595024,0.599,0.375,2.39E-21,1,Ikbip
Dhrs3,6.44E-26,0.354478906,0.417,0.159,2.70E-21,1,Dhrs3
Magt1,7.76E-26,0.718137955,0.508,0.251,3.25E-21,1,Magt1
Elovl1,8.30E-26,0.598805213,0.401,0.164,3.48E-21,1,Elovl1
Rhoa,8.48E-26,0.713041041,0.872,0.962,3.55E-21,1,Rhoa
Itgb1,9.16E-26,1.168851891,0.722,0.608,3.84E-21,1,Itgb1
Zkscan2,1.62E-25,0.642136899,0.433,0.193,6.77E-21,1,Zkscan2
Pfn1,1.92E-25,0.441879493,0.979,0.994,8.03E-21,1,Pfn1
Sptssa,2.00E-25,0.91571466,0.781,0.839,8.40E-21,1,Sptssa
Ccnd3,2.31E-25,0.817863216,0.615,0.442,9.67E-21,1,Ccnd3
Krtcap2,2.40E-25,0.500980532,0.914,0.982,1.01E-20,1,Krtcap2
Ghr,2.47E-25,0.540413879,0.428,0.183,1.04E-20,1,Ghr
As3mt,3.39E-25,0.530539364,0.326,0.108,1.42E-20,1,As3mt
Rell1,3.77E-25,0.589190079,0.567,0.303,1.58E-20,1,Rell1
Nov,4.12E-25,0.708397221,0.134,0.558,1.73E-20,1,Nov
Col6a2,5.44E-25,0.524853153,0.406,0.166,2.28E-20,1,Col6a2
Col6a1,6.62E-25,0.64481703,0.487,0.208,2.77E-20,1,Col6a1
Appl2,9.54E-25,0.826184315,0.556,0.301,4.00E-20,1,Appl2
Bcap31,1.37E-24,0.542177714,0.861,0.974,5.76E-20,1,Bcap31
P4hb,2.82E-24,1.107723369,0.797,0.84,1.18E-19,1,P4hb
Tns1,2.89E-24,0.288977412,0.38,0.139,1.21E-19,1,Tns1
Rdm1,3.97E-24,0.549813469,0.449,0.214,1.66E-19,1,Rdm1
Fam43a,5.40E-24,0.761021726,0.465,0.221,2.26E-19,1,Fam43a
Vkorc1,6.21E-24,0.777620204,0.733,0.785,2.60E-19,1,Vkorc1
Imp3,8.65E-24,0.767537556,0.775,0.888,3.63E-19,1,Imp3
Tcirg1,1.03E-23,0.310073919,0.294,0.094,4.32E-19,1,Tcirg1
Ndrg1,1.11E-23,0.761078224,0.369,0.137,4.66E-19,1,Ndrg1
Gnai2,1.31E-23,0.676201963,0.824,0.877,5.50E-19,1,Gnai2
Tmem205,1.71E-23,0.533709674,0.797,0.879,7.19E-19,1,Tmem205
Cib1,2.06E-23,0.632466997,0.535,0.336,8.62E-19,1,Cib1
G0s2,3.64E-23,0.657177629,0.497,0.272,1.52E-18,1,G0s2
Rab34,4.54E-23,0.755496086,0.61,0.402,1.90E-18,1,Rab34
Stat6,4.89E-23,0.549104615,0.369,0.138,2.05E-18,1,Stat6
Bsg,5.52E-23,0.288808168,0.984,0.998,2.31E-18,1,Bsg
Srsf5,6.10E-23,0.419695734,0.963,0.999,2.56E-18,1,Srsf5
Rsrp1,1.32E-22,0.478567406,0.947,0.998,5.54E-18,1,Rsrp1
Malat1,1.55E-22,0.471048696,0.989,1,6.49E-18,1,Malat1
Tmem59,2.21E-22,0.394188828,0.952,0.996,9.27E-18,1,Tmem59
Cstb,2.71E-22,0.520261744,0.877,0.977,1.14E-17,1,Cstb
Csrp1,2.75E-22,0.420253122,0.481,0.248,1.15E-17,1,Csrp1
Vwa5a,2.83E-22,0.500705816,0.305,0.103,1.19E-17,1,Vwa5a
Clcn2,2.96E-22,0.954479178,0.642,0.479,1.24E-17,1,Clcn2
Pygm,8.35E-22,0.463157729,0.326,0.117,3.50E-17,1,Pygm
Unc13c,9.61E-22,0.411199878,0.321,0.114,4.03E-17,1,Unc13c
Phactr2,9.68E-22,0.403438815,0.599,0.345,4.06E-17,1,Phactr2
Ptplad2,9.95E-22,0.526785841,0.257,0.081,4.17E-17,1,Ptplad2
Ggact,1.37E-21,0.604101726,0.674,0.439,5.76E-17,1,Ggact
Ddah2,1.46E-21,0.41900678,0.38,0.162,6.13E-17,1,Ddah2
Rbm39,2.26E-21,0.543109683,0.979,0.998,9.48E-17,1,Rbm39
Cthrc1,3.26E-21,1.038111441,0.556,0.38,1.36E-16,1,Cthrc1
Lrrc58,1.07E-20,0.519101949,0.807,0.859,4.48E-16,1,Lrrc58
Pdia3,1.28E-20,0.594824944,0.909,0.982,5.38E-16,1,Pdia3
Tead1,1.62E-20,0.335063116,0.38,0.161,6.78E-16,1,Tead1
Rpl10,1.76E-20,0.438087178,0.952,0.988,7.38E-16,1,Rpl10
Thbd,2.52E-20,0.997361177,0.332,0.134,1.06E-15,1,Thbd
Lhfp,3.31E-20,0.930543839,0.626,0.439,1.39E-15,1,Lhfp
Rpl18a,4.39E-20,0.443431514,0.973,0.996,1.84E-15,1,Rpl18a
Dcxr,5.10E-20,0.283516074,0.251,0.081,2.14E-15,1,Dcxr
Tmco1,6.65E-20,0.62625707,0.861,0.973,2.79E-15,1,Tmco1
Tmem176b,7.14E-20,0.741240222,0.289,0.102,2.99E-15,1,Tmem176b
Sparcl1,1.21E-19,0.663097773,0.947,0.936,5.08E-15,1,Sparcl1
2-Mar,2.16E-19,0.629192673,0.797,0.855,9.06E-15,1,2-Mar
Tnfrsf19,2.65E-19,0.80194927,0.583,0.4,1.11E-14,1,Tnfrsf19
Plod2,4.20E-19,0.292271906,0.332,0.126,1.76E-14,1,Plod2
Anapc13,4.56E-19,0.369160361,0.856,0.97,1.91E-14,1,Anapc13
Wnt4,5.57E-19,0.81676057,0.54,0.377,2.33E-14,1,Wnt4
Trp53i13,5.57E-19,0.418939611,0.364,0.167,2.34E-14,1,Trp53i13
Gpx1,7.31E-19,0.592679638,0.856,0.948,3.06E-14,1,Gpx1
Lats2,1.48E-18,0.422090906,0.417,0.19,6.20E-14,1,Lats2
5930430L01Rik,1.49E-18,0.377133706,0.364,0.163,6.24E-14,1,5930430L01Rik
Mgp,2.71E-18,1.899834653,0.332,0.142,1.13E-13,1,Mgp
Fermt2,3.50E-18,0.738242688,0.684,0.607,1.47E-13,1,Fermt2
Hmgn1,3.62E-18,0.529650848,0.781,0.954,1.52E-13,1,Hmgn1
Fuca1,4.53E-18,0.845053481,0.674,0.692,1.90E-13,1,Fuca1
Psme2,5.97E-18,0.681390134,0.738,0.848,2.50E-13,1,Psme2
Abhd14b,6.07E-18,0.892505241,0.578,0.447,2.54E-13,1,Abhd14b
Prdx4,6.41E-18,0.800601854,0.679,0.698,2.69E-13,1,Prdx4
Lamb1,6.92E-18,0.580454321,0.465,0.252,2.90E-13,1,Lamb1
Chd7,7.25E-18,0.41372506,0.337,0.139,3.04E-13,1,Chd7
Slc38a2,8.95E-18,1.316354029,0.802,0.927,3.75E-13,1,Slc38a2
Rin2,9.08E-18,0.536788057,0.412,0.199,3.81E-13,1,Rin2
Cyp4f13,1.12E-17,0.345575109,0.316,0.127,4.68E-13,1,Cyp4f13
Ace,1.13E-17,0.401051168,0.294,0.117,4.74E-13,1,Ace
Dmpk,2.19E-17,0.388436198,0.39,0.19,9.20E-13,1,Dmpk
Mfap2,2.22E-17,0.818020498,0.439,0.267,9.30E-13,1,Mfap2
Snx6,3.78E-17,0.703669169,0.765,0.868,1.59E-12,1,Snx6
Wasf2,4.49E-17,0.2788672,0.353,0.163,1.88E-12,1,Wasf2
Arf4,4.64E-17,0.479261416,0.882,0.982,1.94E-12,1,Arf4
Enpp2,5.12E-17,1.14224499,0.642,0.511,2.15E-12,1,Enpp2
Tram1,5.62E-17,0.783490627,0.807,0.744,2.35E-12,1,Tram1
Rabac1,5.85E-17,0.278277804,0.979,0.994,2.45E-12,1,Rabac1
Rpl18,6.07E-17,0.326506632,0.93,0.992,2.54E-12,1,Rpl18
Ubc,7.23E-17,0.408763658,0.963,0.998,3.03E-12,1,Ubc
Pbx3,8.05E-17,0.409682947,0.294,0.115,3.38E-12,1,Pbx3
Utrn,9.53E-17,0.760258849,0.642,0.463,3.99E-12,1,Utrn
Igfbp5,9.86E-17,0.324927896,0.102,0.442,4.13E-12,1,Igfbp5
Degs1,9.93E-17,0.605930151,0.791,0.916,4.16E-12,1,Degs1
Arhgef40,1.15E-16,0.49313225,0.481,0.276,4.83E-12,1,Arhgef40
1810058I24Rik,1.77E-16,0.702336024,0.749,0.808,7.42E-12,1,1810058I24Rik
Rsu1,2.06E-16,0.882385468,0.636,0.624,8.63E-12,1,Rsu1
Rbms3,2.32E-16,0.590048703,0.674,0.513,9.74E-12,1,Rbms3
Prkcdbp,2.46E-16,0.623910795,0.636,0.568,1.03E-11,1,Prkcdbp
Limd1,2.78E-16,0.289730049,0.262,0.096,1.16E-11,1,Limd1
Cast,3.33E-16,0.580438273,0.444,0.24,1.40E-11,1,Cast
Arhgap6,3.81E-16,0.285094775,0.294,0.118,1.60E-11,1,Arhgap6
Ddx5,4.24E-16,0.43259914,0.973,0.998,1.78E-11,1,Ddx5
Dbi,4.37E-16,0.385033895,0.818,0.968,1.83E-11,1,Dbi
Col9a2,4.66E-16,0.675447785,0.439,0.276,1.95E-11,1,Col9a2
Fam26e,6.21E-16,1.095616381,0.529,0.396,2.60E-11,1,Fam26e
